urun,kategori,uygunluk_pct,sulama_ihtiyac_mm,sulama_yontem,ekim_aylari,hasat_aylari,bakim,kar_potansiyel,emoji,il,ilce
Buğday,Tahıl,44.9,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Avcılar
Şeker Pancarı,Endüstriyel,44.8,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,İstanbul,Avcılar
Domates,Sebze,43.9,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Avcılar
Buğday,Tahıl,53.4,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Bahçelievler
Patates,Sebze,48.5,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Bahçelievler
Biber,Sebze,47.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Bahçelievler
Arpa,Tahıl,47.6,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Bahçelievler
Domates,Sebze,44.9,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Bahçelievler
Patates,Sebze,48.5,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Bakırköy
Biber,Sebze,47.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Bakırköy
Domates,Sebze,44.9,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Bakırköy
Buğday,Tahıl,43.8,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Bakırköy
Şeker Pancarı,Endüstriyel,43.2,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,İstanbul,Bakırköy
Buğday,Tahıl,64.0,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Bayrampaşa
Arpa,Tahıl,58.2,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Bayrampaşa
Soğan,Sebze,50.4,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Bayrampaşa
Patates,Sebze,48.5,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Bayrampaşa
Biber,Sebze,47.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Bayrampaşa
Buğday,Tahıl,64.8,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Bağcılar
Arpa,Tahıl,59.0,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Bağcılar
Soğan,Sebze,50.9,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Bağcılar
Patates,Sebze,48.5,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Bağcılar
Biber,Sebze,47.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Bağcılar
Patates,Sebze,95.8,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Başakşehir
Buğday,Tahıl,91.7,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Başakşehir
Şeker Pancarı,Endüstriyel,90.0,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,İstanbul,Başakşehir
Ayçiçeği,Yağlı Tohum,88.6,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,İstanbul,Başakşehir
Üzüm (Bağ),Meyve,87.5,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,İstanbul,Başakşehir
Mısır,Tahıl,97.9,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,İstanbul,Beykoz
Domates,Sebze,95.0,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Beykoz
Pamuk,Endüstriyel,94.0,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,İstanbul,Beykoz
Biber,Sebze,90.8,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Beykoz
Patates,Sebze,85.1,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Beykoz
Buğday,Tahıl,76.3,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Beylikdüzü
Arpa,Tahıl,70.7,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Beylikdüzü
Soğan,Sebze,61.6,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Beylikdüzü
Ayçiçeği,Yağlı Tohum,55.4,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,İstanbul,Beylikdüzü
Üzüm (Bağ),Meyve,53.7,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,İstanbul,Beylikdüzü
Buğday,Tahıl,52.3,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Beyoğlu
Biber,Sebze,49.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Beyoğlu
Domates,Sebze,46.6,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Beyoğlu
Arpa,Tahıl,46.3,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Beyoğlu
Patates,Sebze,46.1,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Beyoğlu
Buğday,Tahıl,61.2,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Beşiktaş
Arpa,Tahıl,55.3,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Beşiktaş
Biber,Sebze,49.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Beşiktaş
Soğan,Sebze,47.2,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Beşiktaş
Domates,Sebze,46.6,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Beşiktaş
Buğday,Tahıl,53.0,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Büyükçekmece
Şeker Pancarı,Endüstriyel,47.9,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,İstanbul,Büyükçekmece
Patates,Sebze,47.6,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Büyükçekmece
Arpa,Tahıl,47.5,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Büyükçekmece
Ayçiçeği,Yağlı Tohum,45.8,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,İstanbul,Büyükçekmece
Buğday,Tahıl,65.7,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Esenler
Arpa,Tahıl,59.9,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Esenler
Soğan,Sebze,51.7,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Esenler
Patates,Sebze,48.5,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Esenler
Biber,Sebze,47.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Esenler
Buğday,Tahıl,96.9,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Esenyurt
Arpa,Tahıl,91.4,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Esenyurt
Soğan,Sebze,67.2,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Esenyurt
Ayçiçeği,Yağlı Tohum,60.1,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,İstanbul,Esenyurt
Üzüm (Bağ),Meyve,58.4,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,İstanbul,Esenyurt
Buğday,Tahıl,64.8,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Eyüpsultan
Arpa,Tahıl,58.8,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Eyüpsultan
Soğan,Sebze,49.7,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Eyüpsultan
Biber,Sebze,49.3,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Eyüpsultan
Domates,Sebze,47.5,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Eyüpsultan
Patates,Sebze,48.5,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Fatih
Biber,Sebze,47.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Fatih
Domates,Sebze,44.9,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Fatih
Buğday,Tahıl,43.8,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Fatih
Şeker Pancarı,Endüstriyel,43.2,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,İstanbul,Fatih
Buğday,Tahıl,68.2,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Gaziosmanpaşa
Arpa,Tahıl,62.2,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Gaziosmanpaşa
Soğan,Sebze,52.4,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Gaziosmanpaşa
Biber,Sebze,49.3,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Gaziosmanpaşa
Patates,Sebze,47.7,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Gaziosmanpaşa
Buğday,Tahıl,63.9,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Güngören
Arpa,Tahıl,58.1,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Güngören
Soğan,Sebze,50.3,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Güngören
Patates,Sebze,48.5,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Güngören
Biber,Sebze,47.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Güngören
Biber,Sebze,49.7,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Kadıköy
Domates,Sebze,46.6,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Kadıköy
Patates,Sebze,46.1,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Kadıköy
Elma,Meyve,42.6,600,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Soğuk kış gerektirir. Yüksek rakımda iyi gelişir. Budama önemli.,Yüksek,🍎,İstanbul,Kadıköy
Mısır,Tahıl,42.6,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,İstanbul,Kadıköy
Domates,Sebze,49.5,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Kartal
Biber,Sebze,47.1,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Kartal
Mısır,Tahıl,45.8,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,İstanbul,Kartal
Elma,Meyve,45.8,600,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Soğuk kış gerektirir. Yüksek rakımda iyi gelişir. Budama önemli.,Yüksek,🍎,İstanbul,Kartal
Patates,Sebze,42.4,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Kartal
Buğday,Tahıl,91.0,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Kağıthane
Ayçiçeği,Yağlı Tohum,87.7,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,İstanbul,Kağıthane
Üzüm (Bağ),Meyve,86.6,450,Damla,"Şubat, Mart","Ağustos, Eylül, Ekim",Kuraklığa dayanıklı. Az sulama ile kaliteli ürün. Budama kritik.,Yüksek,🍇,İstanbul,Kağıthane
Soğan,Sebze,86.6,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Kağıthane
Arpa,Tahıl,85.0,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Kağıthane
Buğday,Tahıl,55.0,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Küçükçekmece
Patates,Sebze,49.8,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Küçükçekmece
Arpa,Tahıl,49.2,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Küçükçekmece
Biber,Sebze,46.6,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Küçükçekmece
Şeker Pancarı,Endüstriyel,44.8,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,İstanbul,Küçükçekmece
Biber,Sebze,48.4,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Maltepe
Patates,Sebze,47.7,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Maltepe
Domates,Sebze,45.5,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Maltepe
Buğday,Tahıl,43.1,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Maltepe
Şeker Pancarı,Endüstriyel,42.2,550,Damla,"Mart, Nisan","Ekim, Kasım",Derin toprak sever. Düzenli sulama gerekli. Fabrika sözleşmeli.,Yüksek,🟫,İstanbul,Maltepe
Biber,Sebze,49.2,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Pendik
Patates,Sebze,46.8,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Pendik
Domates,Sebze,46.2,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Pendik
Buğday,Tahıl,42.4,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Pendik
Mısır,Tahıl,42.0,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,İstanbul,Pendik
Buğday,Tahıl,88.9,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Sancaktepe
Soğan,Sebze,84.1,400,Yağmurlama veya Damla,"Mart, Nisan, Eylül, Ekim","Haziran, Temmuz, Ağustos",Kuru ve sıcak iklimde iyi verim. İç Anadolu'ya uygun.,Orta,🧅,İstanbul,Sancaktepe
Arpa,Tahıl,82.8,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Sancaktepe
Domates,Sebze,62.6,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Sancaktepe
Ayçiçeği,Yağlı Tohum,62.5,400,Yağmurlama,"Nisan, Mayıs","Ağustos, Eylül","Kuraklığa orta dayanıklı. Derin köklü, az sulama yeterli.",Orta-Yüksek,🌻,İstanbul,Sancaktepe
Mısır,Tahıl,97.9,600,Damla veya Yağmurlama,"Nisan, Mayıs","Eylül, Ekim",Yüksek su ihtiyacı. Sıcak iklim sever. Düzenli sulama şart.,Yüksek,🌽,İstanbul,Sarıyer
Domates,Sebze,95.0,700,Damla,"Mart, Nisan, Mayıs","Temmuz, Ağustos, Eylül",Sıcak iklim sever. Damla sulama ile %40 su tasarrufu. Hastalığa dikkat.,Yüksek,🍅,İstanbul,Sarıyer
Pamuk,Endüstriyel,94.0,800,Damla veya Yüzey,"Nisan, Mayıs","Eylül, Ekim, Kasım",Sıcak iklim şart. Çukurova ve GAP bölgesine uygun. Çok sulama.,Yüksek,🌿,İstanbul,Sarıyer
Biber,Sebze,90.8,650,Damla,"Mart, Nisan","Temmuz, Ağustos, Eylül, Ekim",Sıcak ve güneşli sever. Düzenli sulama. Sera ile yıl uzatılabilir.,Yüksek,🌶️,İstanbul,Sarıyer
Patates,Sebze,85.1,500,Yağmurlama,"Mart, Nisan","Temmuz, Ağustos, Eylül",Serin iklim sever. Yüksek rakımda kaliteli. Düzenli sulama.,Orta-Yüksek,🥔,İstanbul,Sarıyer
Buğday,Tahıl,60.4,450,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz","Sonbaharda ekilir, ilkbaharda gübrelenir. Kuru tarıma uygun.",Orta,🌾,İstanbul,Silivri
Arpa,Tahıl,58.2,350,Yağmurlama,"Ekim, Kasım","Haziran, Temmuz",Kuraklığa dayanıklı. Az sulama ile yetişir.,Orta,🌾,İstanbul,Silivri
